21384,CHEM 205 - 03,Chemical Analy & Equilib w/Lab,28,0 / 28,Pendleton Hall East 327,11:10 am - 12:20 pm,TWF,Nolan Flynn,,"MM, QRF, NPS",More
20639,CHEM 205 - L01,LAB: Chemical Analy & Equilib,12,0 / 12,Science Center 212,01:30 pm - 05:00 pm,M,Amanda McCarthy,,"MM, QRF, NPS",More
20640,CHEM 205 - L02,LAB: Chemical Analy & Equilib,12,0 / 12,Science Center 212,12:30 pm - 04:00 pm,T,Amanda McCarthy,,"MM, QRF, NPS",More
20668,CHEM 205 - L03,LAB: Chemical Analy & Equilib,12,0 / 12,Science Center 212,02:15 pm - 05:45 pm,W,Nancy Mukundan,,"MM, QRF, NPS",More
20669,CHEM 205 - L04,LAB: Chemical Analy & Equilib,12,0 / 12,Science Center 210,01:30 pm - 05:00 pm,Th,Nancy Mukundan,,"MM, QRF, NPS",More
20835,CHEM 205 - L05,LAB: Chemical Analy & Equilib,12,0 / 12,Science Center 212,01:30 pm - 05:00 pm,Th,Amanda McCarthy,,"MM, QRF, NPS",More
20960,CHEM 205 - L06,LAB: Chemical Analy & Equilib,12,0 / 12,Science Center 212,12:30 pm - 04:00 pm,F,Nancy Mukundan,,"MM, QRF, NPS",More
20209,CHEM 211 - 01,Organic Chemistry I w/Lab,20,6 / 26,Science Center 104,08:30 am - 09:40 am,MWTh,James Moyer,,NPS,More
22435,CHEM 211 - 02,Organic Chemistry I w/Lab,18,8 / 26,Science Center 274,09:50 am - 11:00 am,TWF,Emily Harcourt,,NPS,More
24042,CHEM 211 - 03,Organic Chemistry I w/Lab,12,8 / 20,Science Center E211,11:10 am - 12:20 pm,TWF,Michael Hearn,,NPS,More
20212,CHEM 211 - L01,LAB: Organic Chemistry I,12,0 / 12,Science Center 204,01:30 pm - 05:00 pm,M,Nicholas Doe,,NPS,More
20213,CHEM 211 - L02,LAB: Organic Chemistry I,3,9 / 12,Science Center 204,12:30 pm - 04:00 pm,T,Geraldine Echebiri,,NPS,More
20215,CHEM 211 - L03,LAB: Organic Chemistry I,12,0 / 12,Science Center 222,02:15 pm - 05:45 pm,W,James Moyer,,NPS,More
22466,CHEM 211 - L04,LAB: Organic Chemistry I,7,5 / 12,Science Center 204,02:15 pm - 05:45 pm,W,Geraldine Echebiri,,NPS,More
22437,CHEM 211 - L05,LAB: Organic Chemistry I,9,3 / 12,Science Center 204,01:30 pm - 05:00 pm,Th,Donna Trainor,,NPS,More
24041,CHEM 211 - L06,LAB: Organic Chemistry I,7,5 / 12,Science Center 204,12:30 pm - 04:00 pm,F,Donna Trainor,,NPS,More
20676,CHEM 212 - 01,Organic Chemistry II w/Lab,11,11 / 22,Science Center 274,11:10 am - 12:20 pm,TWF,Emily Harcourt,,NPS,More
20678,CHEM 212 - 02,Organic Chemistry II w/Lab,22,0 / 22,Science Center E211,08:30 am - 09:40 am,TWF,Michael Hearn,,NPS,More
21700,CHEM 212 - 03,Organic Chemistry II w/Lab,22,0 / 22,Science Center 264,09:50 am - 11:00 am,TWF,Dora Carrico-Moniz,,NPS,More
20677,CHEM 212 - L01,LAB: Organic Chemistry II,12,0 / 12,Science Center 208,01:30 pm - 05:00 pm,M,Donna Trainor,,NPS,More
20679,CHEM 212 - L02,LAB: Organic Chemistry II,10,0 / 10,Science Center 208,12:30 pm - 04:00 pm,T,Adrian Huang,,NPS,More
20680,CHEM 212 - L03,LAB: Organic Chemistry II,12,0 / 12,Science Center 208,02:15 pm - 05:45 pm,W,Nicholas Doe,,NPS,More
20681,CHEM 212 - L04,LAB: Organic Chemistry II,12,0 / 12,Science Center 208,01:30 pm - 05:00 pm,Th,Adrian Huang,,NPS,More
20959,CHEM 212 - L05,LAB: Organic Chemistry II,5,7 / 12,Science Center 208,12:30 pm - 04:00 pm,F,Adrian Huang,,NPS,More
24556,CHEM 212 - L06,LAB: Organic Chemistry II,4,8 / 12,Science Center 222,12:30 pm - 04:00 pm,F,Nicholas Doe,,NPS,More
22852,CHEM 220 - 01,Principles of Biochemistry,30,0 / 30,Founders Hall 126,11:10 am - 12:20 pm,MWTh,Donald Elmore,,NPS,More
22159,CHEM 223 - 01,Fundmtls of Biochemistry w/Lab,24,0 / 24,Science Center 278,08:30 am - 09:40 am,MWTh,Donald Elmore,,NPS,More
22160,CHEM 223 - L01,LAB: Fundmtls of Biochemistry,6,0 / 6,Science Center 300,12:30 pm - 04:00 pm,T,Mona Hall,,NPS,More
22161,CHEM 223 - L02,LAB: Fundmtls of Biochemistry,6,0 / 6,Science Center 300,02:15 pm - 05:45 pm,W,Mona Hall,,NPS,More
24551,CHEM 223 - L03,LAB: Fundamentals of Biochem.,6,0 / 6,Science Center 300,01:30 pm - 05:00 pm,Th,Elizabeth Oakes,,NPS,More
24552,CHEM 223 - L04,LAB: Fundamentals of Biochem.,6,0 / 6,Science Center 300,12:30 pm - 04:00 pm,F,Mona Hall,,NPS,More
22293,CHEM 306 - 01,Sem:Tpc:ChemistryOfTheHeavens,12,12 / 24,Science Center 104,06:00 pm - 08:30 pm,T,Christopher Arumainayagam,,NPS,More
24326,CHEM 318 - 01,Adv Organic Chem: Reactions,8,4 / 12,Science Center 264,11:10 am - 12:20 pm,TF,Dora Carrico-Moniz,,NPS,More
23446,CHEM 331 - 01,Intro Biophysical Chemistry,18,6 / 24,Science Center 104,11:10 am - 12:20 pm,MWTh,Mala Radhakrishnan,,"MM, NPS",More
24327,CHEM 335 - 01,Physical Chemistry II w/Lab,8,4 / 12,Science Center 273,09:50 am - 11:00 am,MWTh,Mala Radhakrishnan,,"MM, NPS",More
24328,CHEM 335 - L01,LAB: Physical Chemistry II,8,4 / 12,Science Center 220,12:30 pm - 04:00 pm,T,Mala Radhakrishnan,,"MM, NPS",More
22856,CHEM 341 - 01,Inorganic Chemistry w/Lab,22,2 / 24,Science Center 392,11:10 am - 12:20 pm,MWTh,Rachel Stanley,,NPS,More
22857,CHEM 341 - L01,LAB: Inorganic Chemistry,8,0 / 8,Science Center 222,01:30 pm - 05:00 pm,M,Carla Verschoor,,NPS,More
22858,CHEM 341 - L02,LAB: Inorganic Chemistry,6,2 / 8,Science Center 222,12:30 pm - 04:00 pm,T,Carla Verschoor,,NPS,More
24555,CHEM 341 - L03,LAB: Inorganic Chemistry,8,0 / 8,Science Center 222,01:30 pm - 05:00 pm,Th,Carla Verschoor,,NPS,More
20004,CHIN 102 - 01,Beginning Chinese II,10,5 / 15,Founders Hall 305,08:30 am - 09:40 am,MTThF,Qiuyan Tang,,,More
20269,CHIN 102 - 02,Beginning Chinese II,10,5 / 15,Founders Hall 305,09:50 am - 11:00 am,MTThF,Qiuyan Tang,,,More
20924,CHIN 104 - 01,Advanced Beginning Chinese II,7,8 / 15,Founders Hall 227,09:50 am - 11:00 am,MWTh,Weina Zhao,,,More
20925,CHIN 104 - 02,Advanced Beginning Chinese II,4,11 / 15,Founders Hall 227,11:10 am - 12:20 pm,MWTh,Weina Zhao,,,More
20005,CHIN 202 - 01,Intermediate Chinese II,12,3 / 15,Green Hall 236B,11:10 am - 12:20 pm,MTThF,Miranda Chen-Cristoforo,,LL,More
20270,CHIN 202 - 02,Intermediate Chinese II,15,0 / 15,Green Hall 136A,01:30 pm - 02:40 pm,MTThF,Lili Foti,,LL,More
20297,CHIN 204 - 01,Advanced Intermediate Chinese,15,0 / 15,Green Hall 338,08:30 am - 09:40 am,TWF,Yuan-Chu Lam,,LL,More
23956,CHIN 213 - 01,Chinas Ethnic Cultures(in Eng),7,18 / 25,Green Hall 428,02:15 pm - 04:45 pm,W,Yuan-Chu Lam,,LL,More
24544,CHIN 223 - 01,Tang Dynasty (in English),17,8 / 25,Clapp Library 346,11:10 am - 12:20 pm,TF,Sarah Allen,,"HS, LL",More
24542,CHIN 231 - 01,Chinese & Languages of China,13,2 / 15,Green Hall 136C,11:10 am - 12:20 pm,MTh,Shiao Wei Tham,,"EC, LL",More
23973,CHIN 245 - 01,Chinese Women Revol. (in Eng),8,17 / 25,Founders Hall 317,02:50 pm - 04:00 pm,MTh,Ellen Widmer,,LL,More
20056,CHIN 302 - 01,Advanced Chinese II,7,8 / 15,Green Hall 330  Green Hall 330,02:50 pm - 04:00 pm 03:35 pm - 04:45 pm,MTh W,Shiao Wei Tham,,LL,More
23974,CHIN 313 - 01,Chinas Ethnic Cultures(in Eng),7,18 / 25,Green Hall 428,02:15 pm - 04:45 pm,W,Yuan-Chu Lam,,LL,More
24545,CHIN 323 - 01,Tang Dynasty (in English),17,8 / 25,Clapp Library 346,11:10 am - 12:20 pm,TF,Sarah Allen,,"HS, LL",More
24543,CHIN 331 - 01,Chinese & Languages of China,13,2 / 15,Green Hall 136C,11:10 am - 12:20 pm,MTh,Shiao Wei Tham,,"EC, LL",More
24329,CHIN 338 - 01,Reading Modern Chinese Lit,4,11 / 15,Green Hall 130,01:30 pm - 02:40 pm,MTh,Mingwei Song,,LL,More
23975,CHIN 345 - 01,Chinese Women Revol. (in Eng),8,17 / 25,Founders Hall 317,02:50 pm - 04:00 pm,MTh,Ellen Widmer,,LL,More
24477,CHIN 382 - 01,Sem:Sci Fi & Future of China,14,1 / 15,Green Hall 136C,02:15 pm - 04:45 pm,W,Mingwei Song,,LL,More
24330,CLCV 106 - 01,Daily Life - Ancient World,17,8 / 25,Founders Hall 225,01:30 pm - 02:40 pm,MTh,Raymond Starr,,HS,More
24331,CLCV 206 - 01,Gods and Heroes,25,0 / 25,Pendleton Hall East 239,02:50 pm - 04:00 pm,MTh,Bryan Burns,,"ARS, HS",More
24332,CLCV 213 - 01,Gender in Antiquity,13,2 / 15,Pendleton Hall East 351,11:10 am - 12:20 pm,TF,Catherine Gilhuly,,LL,More
24333,CLCV 313 - 01,Gender in Antiquity,8,7 / 15,Pendleton Hall East 351,11:10 am - 12:20 pm,TF,Catherine Gilhuly,,LL,More
24476,CPLT 200 - 01,Graphic Novel � Digital Texts,15,10 / 25,Founders Hall 128,02:15 pm - 04:45 pm,W,Thomas Nolden,,"ARS, LL",More
23459,CPLT 208 - 01,"Legend,Satire,Storytell'g Hebr",9,16 / 25,Founders Hall 317,09:50 am - 11:00 am,MTh,Edward Silver,,"HS, REP",More
23460,CPLT 359 - 01,CSPW: Writ'gToChangeTheWorld,5,7 / 12,Clapp Library SANGER,02:50 pm - 05:20 pm,Th,Barry Lydgate,,LL,More
20053,CS 111 - 01,Comp Progrm & Prob Solv w/Lab,23,0 / 20,Science Center 257,09:50 am - 11:00 am,MTh,Eniana Mustafaraj,,MM,More
20057,CS 111 - 02,Comp Progrm & Prob Solv w/Lab,24,0 / 20,Science Center 257,11:10 am - 12:20 pm,MTh,Sohie Lee,,MM,More
23045,CS 111 - 03,Comp Progrm & Prob Solv w/Lab,19,1 / 20,Science Center 257,01:30 pm - 02:40 pm,MTh,Franklyn Turbak,,MM,More
24532,CS 111 - 04,Comp Program & Prob Solving,16,4 / 20,Science Center 257,02:50 pm - 04:00 pm,MTh,Benjamin Wood,,MM,More
20272,CS 111 - L01,LAB:Comp Program & Prob Solv,10,3 / 13,Science Center S160A,08:30 am - 10:20 am,T,Susan Buck,,MM,More
20273,CS 111 - L02,LAB:Comp Program & Prob Solv,12,1 / 13,Science Center S160A,10:30 am - 12:20 pm,T,Susan Buck,,MM,More
20274,CS 111 - L03,LAB:Comp Program & Prob Solv,16,0 / 14,Science Center 257,08:30 am - 10:20 am,W,Sohie Lee,,MM,More
21721,CS 111 - L04,LAB:Comp Program & Prob Solv,16,0 / 14,Science Center 257,10:30 am - 12:20 pm,W,Sohie Lee,,MM,More
22470,CS 111 - L05,LAB:Comp Program & Prob Solv,14,0 / 13,Science Center S160A,10:30 am - 12:20 pm,W,Susan Buck,,MM,More
23617,CS 111 - L06,LAB: Comp Prog & Prob Solving,15,0 / 13,Science Center S160A,02:15 pm - 04:05 pm,W,Susan Buck,,MM,More
24493,CS 115 - 01,Computing for Socio-Techno Web,23,0 / 18,Science Center 268,09:50 am - 11:00 am,MTh,Orit Shaer,,MM,More
24494,CS 115 - D01,Computing for Socio-Techno Web,16,0 / 13,Science Center E101,08:30 am - 09:40 am,F,Stella Kakavouli,,MM,More
24495,CS 115 - D02,Computing for Socio-Techno Web,7,6 / 13,Science Center E101,09:50 am - 11:00 am,F,Stella Kakavouli,,MM,More
24278,CS 125 - 01,"FYS: Brains, Minds & Machines",7,8 / 15,Science Center 104,09:50 am - 11:00 am,TF,Ellen Hildreth,Michael Wiest,NPS,More
24531,CS 125 - L01,"LAB: Brains, Minds & Machines",7,8 / 15,Science Center 257,02:15 pm - 04:05 pm,W,Ellen Hildreth,Michael Wiest,NPS,More
22885,CS 220 - 01,Human-Computer Interaction,18,0 / 18,Science Center E125,01:30 pm - 02:40 pm,MTh,Orit Shaer,,MM,More
20062,CS 230 - 01,Data Structures w/LAB,35,0 / 26,Science Center E211,09:50 am - 11:00 am,TF,Ashley DeFlumere,,MM,More
23046,CS 230 - 02,Data Structures w/Lab,24,2 / 26,Science Center E111,01:30 pm - 02:40 pm,TF,Christine Bassem,,MM,More
20549,CS 230 - L01,LAB: Data Structures,15,0 / 13,Science Center E101,08:30 am - 10:20 am,W,Stella Kakavouli,,MM,More
20910,CS 230 - L02,LAB: Data Structures,16,0 / 13,Science Center E101,10:30 am - 12:20 pm,W,Stella Kakavouli,,MM,More
22471,CS 230 - L03,LAB: Data Structures,12,1 / 13,Science Center E101,10:30 am - 12:20 pm,Th,Jean Herbst,,MM,More
23618,CS 230 - L04,LAB: Data Structures,16,0 / 13,Science Center E101,01:30 pm - 03:20 pm,Th,Jean Herbst,,MM,More
21002,CS 231 - 01,Fundamental Algorithms,25,0 / 25,Science Center 268,11:10 am - 12:20 pm,TF,Anna Loparev,,MM,More
23616,CS 235 - 01,Languages & Automata,25,0 / 25,Science Center E211,11:10 am - 12:20 pm,MTh,Brian Tjaden,,MM,More
23461,CS 240 - 01,Intro MachineOrganization w/La,26,0 / 20,Science Center 364,11:10 am - 12:20 pm,MTh,Benjamin Wood,,MM,More
24533,CS 240 - 02,Intro MachineOrganization w/La,20,0 / 20,Science Center E111,01:30 pm - 02:40 pm,MTh,Ashley DeFlumere,,MM,More
23462,CS 240 - L01,LAB: Intro MachineOrganization,8,2 / 10,Science Center 173,08:30 am - 11:30 am,T,Jean Herbst,,MM,More
23463,CS 240 - L02,LAB: Intro MachineOrganization,13,0 / 10,Science Center 173,01:30 pm - 04:30 pm,T,Jean Herbst,,MM,More
24534,CS 240 - L03,LAB: Intro MachineOrganization,13,0 / 10,Science Center 173,02:15 pm - 05:15 pm,W,Jean Herbst,,MM,More
24535,CS 240 - L04,LAB: Intro MachineOrganization,12,0 / 10,Science Center 173,05:30 pm - 08:30 pm,W,Jean Herbst,,MM,More
22264,CS 249 - 01,Tpc: Intro to Web Development,18,0 / 18,Science Center 257,01:30 pm - 02:40 pm,TF,Scott Anderson,,MM,More
20066,CS 251 - 01,Theory Programming Languages,30,0 / 30,Science Center E111,09:50 am - 11:00 am,MWTh,Franklyn Turbak,,MM,More
22887,CS 304 - 01,Databases with Web Interfaces,25,0 / 25,Science Center 257,09:50 am - 11:00 am,TF,Scott Anderson,,MM,More
24336,CS 315 - 01,Web Search and Mining,22,0 / 18,Science Center 256,01:30 pm - 02:40 pm,TF,Eniana Mustafaraj,,MM,More
22888,CS 349 - 01,Tpc: Distributed Computing,11,7 / 18,Science Center E111,11:10 am - 12:20 pm,TF,Christine Bassem,,MM,More
24514,CS 349 - 02,Tpc: Machine Learning,30,0 / 18,Science Center 270,02:50 pm - 04:00 pm,MTh,Sravana Reddy,,MM,More
24519,EALC 121 - 01,Gateways to East Asia,1,24 / 25,Clapp Library SANGER,01:30 pm - 02:40 pm,TF,Sarah Allen,Robert Goree,LL,More
23643,EALC 253 - 01,Telling Stories in East Asia,8,7 / 15,Alumnae Hall 102,11:10 am - 12:20 pm,TF,Carolyn Morley,,"ARS, LL",More
24520,EALC 345 - 01,"Sem:Lang, Nation&Identity(Eng)",10,10 / 20,Green Hall 236B,09:50 am - 12:20 pm,W,Sun-Hee Lee,,LL,More
20153,ECON 101 - 01,Principles of Microeconomics,32,1 / 33,Pendleton Hall East 139  Pendleton Hall East 139,08:30 am - 09:40 am 08:30 am - 09:40 am,MTh W1,Daniel Fetter,,SBA,More
20155,ECON 101 - 02,Principles of Microeconomics,33,0 / 33,Pendleton Hall East 139  Pendleton Hall East 139,09:50 am - 11:00 am 09:50 am - 11:00 am,MTh W1,Daniel Fetter,,SBA,More
20159,ECON 101 - 03,Principles of Microeconomics,32,1 / 33,Pendleton Hall East 216  Pendleton Hall East 216,01:30 pm - 02:40 pm 02:15 pm - 03:25 pm,TF W2,Alex Poterack,,SBA,More
24040,ECON 101 - 04,Principles of Microeconomics,5,28 / 33,Pendleton Hall East 127  Pendleton Hall East 127,08:30 am - 09:40 am 08:30 am - 09:40 am,MTh W1,Erin Johnson,,SBA,More
20162,ECON 102 - 01,Principles of Macroeconomics,31,2 / 33,Pendleton Hall East 127  Pendleton Hall East 127,09:50 am - 11:00 am 09:50 am - 11:00 am,MTh W1,Ama Abeberese,,SBA,More
20163,ECON 102 - 02,Principles of Macroeconomics,28,5 / 33,Pendleton Hall East 139  Pendleton Hall East 139,01:30 pm - 02:40 pm 02:15 pm - 03:25 pm,MTh W1,Ama Abeberese,,SBA,More
20165,ECON 102 - 03,Principles of Macroeconomics,33,0 / 33,Pendleton Hall East 339,11:10 am - 12:20 pm,MWTh,Akila Weerapana,,SBA,More
20166,ECON 102 - 04,Principles of Macroeconomics,20,13 / 33,Pendleton Hall East 216,08:30 am - 09:40 am,TWF,Joseph Joyce,,SBA,More
20848,ECON 103 - 01,Intro Prob&Stats Methds w/Lab,28,2 / 30,Pendleton Hall East 130  Pendleton Hall East 130,08:30 am - 09:40 am 08:30 am - 09:40 am,MTh W1,Joseph Swingle,,"QRF, SBA",More
24536,ECON 103 - 02,Intro Prob&Statistical Methods,24,6 / 30,Pendleton Hall East 130  Pendleton Hall East 139,11:10 am - 12:20 pm 11:10 am - 12:20 pm,MTh W1,Phillip Levine,,"QRF, SBA",More
22421,ECON 103 - 03,Intro Prob&Statis Methds w/Lab,14,16 / 30,Pendleton Hall East 130  Pendleton Hall East 130,02:50 pm - 04:00 pm 03:35 pm - 04:45 pm,MTh W1,Phillip Levine,,"QRF, SBA",More
20860,ECON 103 - 1LA,LAB: Intro Prob&Stat Methods,15,0 / 15,Pendleton Hall East 130,09:50 am - 11:00 am,W,Joseph Swingle,,"QRF, SBA",More
20867,ECON 103 - 1LB,LAB: Intro Prob&Stat Methods,13,2 / 15,Pendleton Hall East 130,11:10 am - 12:20 pm,W,Joseph Swingle,,"QRF, SBA",More
24537,ECON 103 - 2LA,LAB: Intro Prob&Stat Methods,14,1 / 15,Pendleton Hall East 130,09:50 am - 11:00 am,T,Phillip Levine,,"QRF, SBA",More
24538,ECON 103 - 2LB,LAB: Intro Prob&Stat Methods,10,5 / 15,Pendleton Hall East 130,11:10 am - 12:20 pm,T,Phillip Levine,,"QRF, SBA",More
22422,ECON 103 - 3LA,LAB:Prob&Statistical Methods,9,6 / 15,Pendleton Hall East 130,01:30 pm - 02:40 pm,T,Phillip Levine,,"QRF, SBA",More
22423,ECON 103 - 3LB,LAB: Prob&Statistical Methods,5,10 / 15,Pendleton Hall East 130,02:50 pm - 04:00 pm,T,Phillip Levine,,"QRF, SBA",More
20170,ECON 201 - 01,Intermediate Micro Analysis,25,0 / 25,Pendleton Hall East 327,09:50 am - 11:00 am,MWTh,Susan Skeath van Mulbregt,,SBA,More
20173,ECON 201 - 02,Intermediate Micro Analysis,22,3 / 25,Pendleton Hall East 327,08:30 am - 09:40 am,TWF,Kyung-Hong Park,,SBA,More
20177,ECON 202 - 01,Intermediate Macro Analysis,21,4 / 25,Pendleton Hall East 216,11:10 am - 12:20 pm,MWTh,Seth Neumuller,,SBA,More
20182,ECON 202 - 02,Intermediate Macro Analysis,18,7 / 25,Pendleton Hall East 339  Pendleton Hall East 339,01:30 pm - 02:40 pm 02:15 pm - 03:25 pm,MTh W,Seth Neumuller,,SBA,More
23639,ECON 202 - 03,Intermediate Macro Analysis,11,14 / 25,Pendleton Hall East 339  Pendleton Hall East 339,02:50 pm - 04:00 pm 03:35 pm - 04:45 pm,MTh W,Casey Rothschild,,SBA,More
20673,ECON 203 - 01,Econometrics,12,13 / 25,Pendleton Hall East 129,11:10 am - 12:20 pm,TWF,Kristin Butcher,,SBA,More
20674,ECON 203 - 02,Econometrics,19,6 / 25,Pendleton Hall East 129  Pendleton Hall East 129,01:30 pm - 02:40 pm 02:15 pm - 03:25 pm,TF W,Gauri Shastry,,SBA,More
23075,ECON 203 - 03,Econometrics,15,10 / 25,Pendleton Hall East 129  Pendleton Hall East 129,02:50 pm - 04:00 pm 03:35 pm - 04:45 pm,TF W,Gauri Shastry,,SBA,More
24337,ECON 210 - 01,Financial Markets,19,6 / 25,Pendleton Hall East 139  Pendleton Hall East 139,11:10 am - 12:20 pm 11:10 am - 12:20 pm,TF W2,Joseph Joyce,,SBA,More
24338,ECON 213 - 01,Int'l Finance & Macro Policy,25,0 / 25,Pendleton Hall East 139  Pendleton Hall East 139,02:50 pm - 04:00 pm 03:35 pm - 04:45 pm,MTh W,Akila Weerapana,,SBA,More
23473,ECON 220 - 01,Development Economics,24,1 / 25,Pendleton Hall East 127,01:30 pm - 02:40 pm,MTh,Alex Poterack,,SBA,More
21275,ECON 222 - 01,Games of Strategy,19,2 / 21,Pendleton Hall East 130  Pendleton Hall East 130,01:30 pm - 02:40 pm 02:15 pm - 03:25 pm,MTh W,Susan Skeath van Mulbregt,,SBA,More
24486,ECON 228 - 01,Environmental & Resource Econ,19,6 / 25,Pendleton Hall East 129,11:10 am - 12:20 pm,MTh,Alex Poterack,,SBA,More
23621,ECON 229 - 01,Women in the Economy,17,8 / 25,Pendleton Hall East 327,02:50 pm - 04:00 pm,TF,Sari Kerr,,SBA,More
23474,ECON 241 - 01,Poverty&Inequality  Latin Amer,14,11 / 25,Pendleton Hall East 129,08:30 am - 09:40 am,TF,Patrick McEwan,,SBA,More
24339,ECON 322 - 01,Strategy & Information,20,0 / 20,Pendleton Hall East 129,09:50 am - 11:00 am,MTh,Casey Rothschild,,SBA,More
22277,ECON 323 - 01,Finance Theory & Applications,20,0 / 20,Pendleton Hall East 127  Pendleton Hall East 127,01:30 pm - 02:40 pm 02:15 pm - 03:25 pm,TF W,Eric Hilt,,SBA,More
23942,ECON 326 - 01,Sem: Adv. Econ of Education,20,0 / 20,Pendleton Hall East 349,01:30 pm - 04:00 pm,T,Patrick McEwan,,SBA,More
23635,ECON 327 - 01,"Econ Law, Policy, Inequality",20,0 / 20,Pendleton Hall East 327,09:50 am - 11:00 am,TF,Kyung-Hong Park,,SBA,More
24342,ECON 335 - 01,Economic Journalism,12,0 / 12,Pendleton Hall East 430,01:30 pm - 04:00 pm,Th,David Lindauer,,SBA,More
24343,ECON 341 - 01,Industrial Organization,20,0 / 20,Pendleton Hall East 127,02:50 pm - 04:00 pm,MTh,Erin Johnson,,SBA,More
20982,ECON 380 - 01,Economics Research Seminar,0,15 / 15,Pendleton Hall East 351,06:00 pm - 07:30 pm,T,Eric Hilt,,SBA,More
22280,EDUC 215 - 01,Understand'g & Improv'g Schls,22,0 / 21,Pendleton Hall East 151,09:50 am - 12:20 pm,Th,Noah Rubin,,SBA,More
20025,EDUC 302 - 01,Sem:Methods&Materials Teaching,6,9 / 15,Clapp Library 148,02:15 pm - 06:00 pm,W,Kenneth Hawes,,SBA,More
20034,EDUC 302 - 02,Sem:Methods&Materials Teaching,4,6 / 10,Pendleton Hall East 151,04:10 pm - 07:00 pm,T,Noah Rubin,,SBA,More
20042,EDUC 303 - 01,Pract-Curriculum&Supv Teaching,4,11 / 15,,,,Kenneth Hawes,,SBA,More
24018,EDUC 303 - 02,Pract-Curriculum&Supv Teaching,6,9 / 15,,,,Noah Rubin,,SBA,More
20792,EDUC 305 - 01,"Curric,Instr,Assmnt.Spcl Needs",4,6 / 10,Pendleton Hall East 151,04:10 pm - 06:40 pm,Th,Noah Rubin,,EC,More
21349,EDUC 310 - 01,Sem: Child Literacy & Reading,8,4 / 12,Pendleton Hall East 351,09:50 am - 12:20 pm,W,Diane Tutin,,EC,More
21479,EDUC 312 - 01,Sem: History of Child Welfare,10,6 / 16,Pendleton Hall East 151,01:30 pm - 04:00 pm,T,Barbara Beatty,,HS,More
23646,EDUC 325 - 01,Sem:Eng as a 2nd Lang @ MIT,4,11 / 15,,04:00 pm - 06:30 pm,W,Shawn Morris,,EC,More
24344,EDUC 334 - 01,Sem: Education and Immigration,16,0 / 15,Jewett Art Center 452,01:30 pm - 04:00 pm,M,Soo Hong,,SBA,More
23478,ENG 112 - 01,Intro to Shakespeare,28,32 / 60,Pendleton Hall East 239,01:30 pm - 02:40 pm,TF,Yu Jin Ko,,"ARS, LL",More
24511,ENG 113 - 01,Tpc: Harry Potter's 19th C.,39,21 / 60,Founders Hall 120,11:10 am - 12:20 pm,MTh,Susan Meyer,,LL,More
24480,ENG 117 - 01,Musical Theater,50,0 / 50,Founders Hall 120,11:10 am - 12:20 pm,TF,Lawrence Rosenwald,,LL,More
22300,ENG 120 - 01,Critical Interpretation,13,2 / 15,Clapp Library 336,09:50 am - 11:00 am,MTh,Daniel Chiasson,,LL,More
24548,ENG 120 - 02,Critical Interpretation,15,0 / 15,Founders Hall 307,09:50 am - 11:00 am,TF,William Cain,,LL,More
23622,ENG 203 - 01,Short Narrative,15,0 / 15,Green Hall 136A,02:50 pm - 04:00 pm,TF,Marilyn Sides,,LL,More
23998,ENG 203 - 02,Short Narrative,15,0 / 15,Pendleton Hall East 251,09:50 am - 12:20 pm,W,James Wallenstein,,LL,More
20622,ENG 204 - 01,The Art of Screenwriting,15,0 / 15,Founders Hall 121,09:50 am - 12:20 pm,W,Margaret Cezair-Thompson,,"ARS, LL",More
22187,ENG 206 - 01,Tpc: Writing the Travel Essay,12,3 / 15,Green Hall 136A,08:30 am - 09:40 am,TF,Marilyn Sides,,LL,More
24506,ENG 206 - 02,Tpc: Writing and Action,6,9 / 15,Clapp Library 148,09:50 am - 11:00 am,MTh,James Wallenstein,,LL,More
24345,ENG 213 - 01,Chaucer,13,12 / 25,Clapp Library 346,02:15 pm - 04:45 pm,W,Cord Whitaker,,LL,More
23480,ENG 224 - 01,Shakes II: Jacobean Period,18,12 / 30,Founders Hall 128,02:50 pm - 04:00 pm,MTh,Timothy Peltason,,"ARS, LL",More
23933,ENG 234 - 01,Restoration & 18C British Lit.,10,20 / 30,Founders Hall 227,11:10 am - 12:20 pm,TF,James Noggle,,LL,More
24346,ENG 247 - 01,Arthurian Legends,29,1 / 30,Founders Hall 120,01:30 pm - 02:40 pm,MTh,Sarah Wall-Randell,,LL,More
24347,ENG 251 - 01,Modern Poetry,12,18 / 30,Founders Hall 317,09:50 am - 11:00 am,TF,Kathleen Brogan,,LL,More
24488,ENG 254 - 01,Louise Gl�ck,20,10 / 30,Founders Hall 126,03:35 pm - 06:05 pm,W,Frank Bidart,,LL,More
24348,ENG 262 - 01,American Literature to 1865,11,19 / 30,Founders Hall 225,01:30 pm - 02:40 pm,TF,William Cain,,LL,More
24349,ENG 273 - 01,The Modern British Novel,15,15 / 30,Founders Hall 423,08:30 am - 09:40 am,MTh,Lisa Rodensky,,LL,More
24512,ENG 277 - 01,Tpc: Women Writers&Filmmakers,21,9 / 30,Pendleton Hall East 251,09:50 am - 11:00 am,TF,Margery Sabin,,LL,More
24508,ENG 283 - 01,Tpc: New Orleans,13,17 / 30,Founders Hall 120,04:10 pm - 05:20 pm,MTh,Luther Tyler,,LL,More
